Table S2. Genes that responded to Pou5f1 suppression in ZHBTc4 ES cells,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,,,,,,,
Z00034673-1,Ppic,21.44,0.22,1.659,1,9.501,0,0,6037,0,0,0,2,1.3308,0,0,1,0,0,Ppic,peptidylprolyl isomerase C
Z00035247-1,Spint2,104.6,0.22,1.659,0,13.949,0,0,5184,0,0,0,3,1.5571,0,0,1,0,0,Spint2,"serine protease inhibitor, Kunitz type 2"
Z00036201-1,Kif1b,89.62,0.22,1.659,0,9.47,0,0,14402,0,0,2,1,2.1762,0,0.186859553,0.5922,0,0,Kif1b,kinesin family member 1B
Z00003560-1,Rab3ip,86.63,0.219,1.655,0,18.479,0,0,74175,0,1,3,1,1.981,0,0.210569609,0.6959,0,0,Rab3ip,RAB3A interacting protein
Z00009064-1,6330409N04Rik,39.49,0.219,1.655,0,10.938,0,0,27798,0,0,2,0,1.1403,0,0,1,0,0,6330409N04Rik,RIKEN cDNA 6330409N04 gene
Z00013024-1,Npepl1,100.01,0.219,1.655,0,5.895,0,0,114430,0,0,1,2,1.7421,0.187,0,1,0,0,Npepl1,aminopeptidase-like 1
Z00019625-1,Ndst1,110.51,0.219,1.655,0,6.749,0,0,1120,0,1,3,0,1.8513,0,0.267229791,0.8605,0,0,Ndst1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
Z00025093-1,Crat,33.58,0.219,1.655,0,13.88,0,0,-1016,0,0,3,0,1.8707,0,0.218332631,0.6127,0,0,Crat,carnitine acetyltransferase
Z00025226-1,Dlx4,106.05,0.219,1.655,0,5.586,0,0,-1085,0,0,3,0,1.8576,0,0,0.944,0,1,Dlx4,distal-less homeobox 4
Z00025269-1,Osbpl10,109.26,0.219,1.655,0,9.466,0,0,18394,0,0,1,2,2.1177,0,0,0.6382,0,0,Osbpl10,oxysterol binding protein-like 10
Z00026519-1,6030438J01,40.71,0.219,1.655,0,9.423,0,0,0,0,0,0,0,0,0,0,1,0,0,6030438J01,hypothetical protein 6030438J01
Z00034442-1,Snord22,43.06,0.219,1.655,1,5.91,0,0,0,0,0,0,0,0,0,0,1,0,0,Snord22,"small nucleolar RNA, C/D box 22"
Z00035868-1,Nfkbiz,110.96,0.219,1.655,0,10.651,0,0,48250,0,0,2,2,2.1397,0.344,0.604640481,0.6326,0,1,Nfkbiz,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta"
Z00037493-1,1810032O08Rik,21.41,0.219,1.655,0,4.076,0.00266,0.00027,5069,0,0,2,1,2.4337,0,0,0.6476,0,0,1810032O08Rik,RIKEN cDNA 1810032O08 gene
Z00051497-1,Cyb5r4,4.96,0.219,1.655,1,8.719,0,0,124952,1,0,0,2,0.3568,0,0,1,0,0,Cyb5r4,cytochrome b5 reductase 4
Z00066690-1,LOC670039,20.06,0.219,1.655,0,5.332,0.00028,0,0,0,0,0,0,0,0,0,1,0,0,LOC670039,hypothetical protein LOC670039
Z00011123-1,Gtf2h1,68.42,0.218,1.651,0,9.908,0,0,0,0,0,0,0,0,0,0,1,0,1,Gtf2h1,"general transcription factor II H, polypeptide 1"
Z00018792-1,Dip3b,111.4,0.218,1.651,0,6.539,0,0,-6104,0,0,1,2,2.3832,0,0,0.5264,0,0,Dip3b,Dip3 beta
Z00019212-1,Slc22a17,111.06,0.218,1.651,0,4.668,0.00001,0.00004,-6206,1,0,2,0,0.7336,0,0,1,0,0,Slc22a17,"solute carrier family 22 (organic cation transporter), member 17"
Z00026579-1,Sestd1,88.5,0.218,1.651,0,6.733,0,0,-88836,0,0,2,1,1.791,0,0,0.9291,0,0,Sestd1,SEC14 and spectrin domains 1
Z00034106-1,Pgrmc1,91.11,0.218,1.651,0,10.108,0,0,0,0,0,0,0,0,0,0,1,0,0,Pgrmc1,progesterone receptor membrane component 1
Z00035568-1,Lrrc8a,104.32,0.218,1.651,0,7.436,0,0,-22394,0,0,0,2,1.1565,0,0,1,0,0,Lrrc8a,leucine rich repeat containing 8A
Z00056489-1,Acaa1a,111.65,0.218,1.651,0,6.702,0,0,-200,1,0,0,2,1.008,0,0,1,0,0,Acaa1a,acetyl-Coenzyme A acyltransferase 1A
Z00060542-1,Dnajb9,111.09,0.218,1.651,0,7.636,0,0,3881,1,0,2,1,1.8989,0,0,0.8326,0,0,Dnajb9,"DnaJ (Hsp40) homolog, subfamily B, member 9"
Z00000597-1,Ap2m1,100.7,0.217,1.648,0,9.412,0,0,-406,0,0,2,0,1.628,0,0,1,0,0,Ap2m1,"adaptor protein complex AP-2, mu1"
Z00004400-1,Wdfy2,111.15,0.217,1.648,0,7.383,0,0,-3139,0,0,4,0,1.8319,0,0,0.8859,0,0,Wdfy2,WD repeat and FYVE domain containing 2
Z00005730-1,Smap1,102.95,0.217,1.648,0,8.584,0,0,6014,0,1,0,2,1.3314,0,0.196762025,1,0,0,Smap1,stromal membrane-associated protein 1
Z00017930-1,P4ha1,74.97,0.217,1.648,0,11.166,0,0,24012,0,0,5,0,1.5919,0,0,1,0,0,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
Z00021383-1,Gm632,96.5,0.217,1.648,0,7.724,0,0,0,0,0,0,0,0,0,0,1,0,0,Gm632,"gene model 632, (NCBI)"
Z00034054-1,Blcap,99.23,0.217,1.648,0,14.62,0,0,18,1,0,5,0,1.632,0,0.247381649,1,0,0,Blcap,bladder cancer associated protein homolog (human)
Z00035670-1,2700078K21Rik,97.42,0.217,1.648,0,7.677,0,0,-228,0,0,0,3,1.857,0,0,0.944,0,0,2700078K21Rik,RIKEN cDNA 2700078K21 gene
Z00036113-1,Mod1,91.12,0.217,1.648,0,23.932,0,0,-30429,0,0,3,1,2.1794,0,0,0.5922,0,0,Mod1,"malic enzyme, supernatant"
Z00039098-1,Rnf19,95.24,0.217,1.648,0,10.313,0,0,163,1,0,2,1,2.2903,0,0.332343602,0.5464,0,0,Rnf19,ring finger protein (C3HC4 type) 19
Z00043680-1,Rnf128,21.45,0.217,1.648,0,6.73,0.00002,0,48969,0,0,1,2,1.9069,-0.262,1.034266743,0.8448,0,0,Rnf128,ring finger protein 128
Z00064083-1,Ppox,19.59,0.217,1.648,1,4.888,0,0.00002,0,0,0,0,0,0,0,0,1,0,0,Ppox,"Mus musculus protoporphyrinogen oxidase (Ppox), mRNA"
Z00064560-1,LOC668373,21.15,0.217,1.648,0,7.814,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC668373,"PREDICTED: Mus musculus region containing RIKEN cDNA 2310008H09 gene; RIKEN cDNA A230094G09 gene, transcript variant 2 (LOC668373), mRNA"
Z00001061-1,Syngr1,113,0.216,1.644,0,9.726,0,0,-107,1,0,4,3,3.3215,0,0,0.2828,0,0,Syngr1,synaptogyrin 1
Z00005731-1,Noc2l,62.81,0.216,1.644,1,9.556,0,0,0,0,0,0,0,0,0,0,1,0,0,Noc2l,nucleolar complex associated 2 homolog (S. cerevisiae)
Z00009111-1,2600014M03Rik,107.87,0.216,1.644,0,13.466,0,0,40248,0,0,0,3,1.2503,0,0.333387605,1,0,0,2600014M03Rik,RIKEN cDNA 2600014M03 gene
Z00010854-1,Abcc1,105.76,0.216,1.644,0,10.987,0,0,71241,0,0,2,1,1.8339,0,0,0.9609,0,0,Abcc1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"
Z00015370-1,Sh3bgrl,46.74,0.216,1.644,1,10.365,0,0,0,0,0,0,0,0,0,0,1,0,0,Sh3bgrl,SH3-binding domain glutamic acid-rich protein like
Z00022103-1,Tmem142c,35.81,0.216,1.644,1,4.89,0,0.00002,0,0,0,0,0,0,0,0,1,0,0,Tmem142c,transmembrane protein 142C
Z00028020-1,5430402P08Rik,4.96,0.216,1.644,1,3.033,0.0021,0.0059,0,0,0,0,0,0,0,0,1,0,0,5430402P08Rik,RIKEN cDNA 5430402P08 gene
Z00034845-1,Plod3,86.73,0.216,1.644,0,5.736,0,0,-6509,0,0,3,0,1.5334,0,0,1,0,0,Plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
Z00035491-1,Tollip,97.81,0.216,1.644,0,4.092,0.00007,0.00025,-16339,0,0,2,0,1.2071,0,0.267268609,1,0,0,Tollip,toll interacting protein
Z00036527-1,Pik3c2a,92.08,0.216,1.644,0,6.928,0,0,423,1,0,0,5,1.6118,0,0,1,0,0,Pik3c2a,"phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide"
Z00038353-1,Ttc28,84.62,0.216,1.644,0,22.21,0,0,0,0,0,0,0,0,0,0,1,0,0,Ttc28,tetratricopeptide repeat domain 28
Z00059878-1,Strn3,80.88,0.216,1.644,0,12.351,0,0,-166963,0,0,4,8,2.7055,0,0,0.3931,0,0,Strn3,"striatin, calmodulin binding protein 3"
Z00003453-1,A530050D06Rik,5.31,0.215,1.64,1,5.268,0,0.00001,-4528,0,0,2,0,1.3849,0,0,1,0,0,A530050D06Rik,RIKEN cDNA A530050D06 gene
Z00009638-1,Mgat4a,114.64,0.215,1.64,0,7.748,0,0,-129033,0,0,1,3,1.8638,0,0,0.8605,0,0,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A"
Z00010880-1,Nbr1,112,0.215,1.64,0,8.86,0,0,13195,0,0,0,2,1.2239,0,0,1,0,0,Nbr1,neighbor of Brca1 gene 1
Z00012194-1,Ndufs2,108.79,0.215,1.64,0,12.459,0,0,0,0,0,0,0,0,0,0,1,0,0,Ndufs2,NADH dehydrogenase (ubiquinone) Fe-S protein 2
Z00013368-1,BC026657,68.28,0.215,1.64,0,17.169,0,0,622,0,0,3,2,3.4864,0,0.185582343,0.4225,0,0,BC026657,cDNA sequence BC026657
Z00015056-1,Slc27a4,109.77,0.215,1.64,0,11.127,0,0,17975,1,0,5,4,2.5422,0.207,0.216742349,0.5238,0,0,Slc27a4,"solute carrier family 27 (fatty acid transporter), member 4"
Z00016053-1,Olfml2b,22.69,0.215,1.64,1,5.165,0,0.00001,50766,0,0,3,0,1.2306,0,0,1,0,0,Olfml2b,olfactomedin-like 2B
Z00018365-1,Copa,103.11,0.215,1.64,0,10.6,0,0,-7028,1,0,1,2,1.7421,0,0.237011,1,0,0,Copa,coatomer protein complex subunit alpha
Z00021386-1,Csnk1e,92.62,0.215,1.64,0,9.455,0,0,-5582,0,0,1,6,3.0289,0,0.186224636,0.5258,0,0,Csnk1e,"casein kinase 1, epsilon"
Z00025414-1,Pcx,69.29,0.215,1.64,0,9.977,0,0,10835,0,0,2,0,1.2614,0,-0.273390806,1,0,0,Pcx,pyruvate carboxylase
Z00025906-1,Fgfr2,18.04,0.215,1.64,1,6.85,0,0,-525,0,0,5,14,5.4059,0,0.467620748,0.0069,1,0,Fgfr2,fibroblast growth factor receptor 2
Z00034776-1,Ggta1,104.26,0.215,1.64,0,4.233,0.00004,0.00016,8,0,0,3,0,1.8739,0,0.29123603,0.944,0,0,Ggta1,"glycoprotein galactosyltransferase alpha 1, 3"
Z00046448-1,Agl,95.04,0.215,1.64,0,4.377,0.00003,0.0001,11433,0,1,2,0,1.2541,0,0,1,0,0,Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase"
Z00000937-1,Coq2,83.51,0.214,1.636,0,5.546,0,0,-4970,0,0,1,2,2.4362,0,0,0.5509,0,0,Coq2,"coenzyme Q2 homolog, prenyltransferase (yeast)"
Z00001310-1,Vasp,93.66,0.214,1.636,0,15.12,0,0,15805,0,0,2,1,2.1547,0,0,0.5957,0,0,Vasp,vasodilator-stimulated phosphoprotein
Z00003330-1,Gpc4,90.31,0.214,1.636,1,11.786,0,0,1094,0,0,1,7,3.7348,0,0.271565481,0.1965,1,0,Gpc4,glypican 4
Z00010882-1,Ppp1r3b,11.19,0.214,1.636,1,5.489,0,0,-28230,0,0,0,2,1.1282,0,0,1,0,0,Ppp1r3b,"protein phosphatase 1, regulatory (inhibitor) subunit 3B"
Z00021597-1,Sema6a,51.55,0.214,1.636,0,11.57,0,0,-124708,0,0,4,16,3.2147,0,0,0.165,1,0,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
Z00023957-1,Lix1,11.2,0.214,1.636,1,23.342,0,0,5456,0,0,3,4,3.273,-0.561,0,0.2353,0,0,Lix1,limb expression 1 homolog (chicken)
Z00025342-1,Map2k4,92.73,0.214,1.636,0,10.364,0,0,50714,0,0,2,0,1.0692,0,0.267131158,1,0,0,Map2k4,mitogen activated protein kinase kinase 4
Z00026279-1,Pigg,108.41,0.214,1.636,0,12.353,0,0,66,1,0,2,2,2.6351,0,0,0.5235,0,0,Pigg,"phosphatidylinositol glycan anchor biosynthesis, class G"
Z00031735-1,B930095M22Rik,4.97,0.214,1.636,1,3.702,0.00025,0.00083,0,0,0,0,0,0,0,0,1,0,0,B930095M22Rik,RIKEN cDNA B930095M22 gene
Z00049971-1,9130211I03Rik,20.94,0.214,1.636,0,11.071,0,0,44175,0,1,2,0,1.0834,0.402,0.559170622,1,0,0,9130211I03Rik,RIKEN cDNA 9130211I03 gene
Z00055441-1,Atp6v0e,103.87,0.214,1.636,0,6.976,0,0,38787,1,0,2,0,0.4913,0.261,0,1,0,0,Atp6v0e,"ATPase, H+ transporting, lysosomal V0 subunit E"
Z00001255-1,Dhrs1,98.71,0.213,1.633,0,6.571,0,0,-636,1,0,2,0,1.0226,0,0,1,0,0,Dhrs1,dehydrogenase/reductase (SDR family) member 1
Z00011939-1,Hp1bp3,112.12,0.213,1.633,0,19.379,0,0,-720,0,0,2,1,2.8956,0,0.338153557,0.4339,0,1,Hp1bp3,"heterochromatin protein 1, binding protein 3"
Z00014166-1,Slu7,97.46,0.213,1.633,0,12.951,0,0,0,0,0,0,0,0,0,0,1,0,0,Slu7,SLU7 splicing factor homolog (S. cerevisiae)
Z00021688-1,Ngly1,111.19,0.213,1.633,0,9.357,0,0,0,0,0,0,0,0,0,0.248784133,1,0,0,Ngly1,N-glycanase 1
Z00034945-1,Stk4,110.59,0.213,1.633,0,14.142,0,0,-1259,0,0,0,2,1.574,0,0,1,0,0,Stk4,serine/threonine kinase 4
Z00035057-1,Prkar2b,20.72,0.213,1.633,1,8.989,0,0,-66984,0,0,0,5,1.4135,0,0,1,0,0,Prkar2b,"protein kinase, cAMP dependent regulatory, type II beta"
Z00036294-1,Vash2,93.07,0.213,1.633,0,17.717,0,0,0,0,0,0,0,0,0,0,1,0,0,Vash2,vasohibin 2
Z00038575-1,Klhl26,18.27,0.213,1.633,0,7.788,0,0,-9964,0,0,1,2,2.2613,0,0.280033891,0.6476,0,0,Klhl26,kelch-like 26 (Drosophila)
Z00050592-1,Tsen54,4.15,0.213,1.633,1,3.559,0.00663,0.00128,0,0,0,0,0,0,0,0,1,0,0,Tsen54,"tRNA splicing endonuclease 54 homolog (SEN54, S. cerevisiae)"
Z00002121-1,Mtdh,102.17,0.212,1.629,0,6.48,0,0,-28186,0,0,1,4,2.3299,0,-0.26546854,0.5673,0,0,Mtdh,Metadherin
Z00005471-1,Brd4,110.4,0.212,1.629,0,18.654,0,0,-13150,0,1,2,2,2.3413,0,0,0.5264,0,0,Brd4,bromodomain containing 4
Z00006700-1,Crsp6,95.8,0.212,1.629,0,10.047,0,0,2407,0,0,1,6,3.3143,0,0,0.4409,0,1,Crsp6,"cofactor required for Sp1 transcriptional activation, subunit 6"
Z00007756-1,Cnn1,67.2,0.212,1.629,1,6.924,0,0,4196,0,0,0,2,1.3837,0,0,1,0,0,Cnn1,calponin 1
Z00009330-1,Mthfr,114.27,0.212,1.629,0,11.011,0,0,0,0,0,0,0,0,0,0.253714552,1,0,0,Mthfr,"5,10-methylenetetrahydrofolate reductase"
Z00011223-1,Tbc1d2b,84.17,0.212,1.629,0,11.214,0,0,-1439,0,1,2,0,1.5657,0,0,1,0,0,Tbc1d2b,"TBC1 domain family, member 2B"
Z00019496-1,Itga6,35.21,0.212,1.629,1,2.691,0.00593,0.01516,17506,0,0,1,2,2.1289,-0.283,0.512132819,0.4282,0,0,Itga6,integrin alpha 6
Z00021932-1,Muted,83.04,0.212,1.629,0,13.913,0,0,0,0,0,0,0,0,0,0.251777078,1,0,0,Muted,muted
Z00023640-1,Lhx2,105,0.212,1.629,0,10.143,0,0,576,1,0,5,1,2.8996,0,0,0.497,0,1,Lhx2,LIM homeobox protein 2
Z00024450-1,Pfkfb1,43.61,0.212,1.629,0,8.331,0,0,0,0,0,0,0,0,0,0.32327408,1,0,0,Pfkfb1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
Z00034112-1,Myo1c,103.12,0.212,1.629,0,6.856,0,0,-2273,0,0,0,2,1.4775,0,0.411608217,1,0,0,Myo1c,myosin IC
Z00035542-1,Ugdh,68.23,0.212,1.629,1,16.178,0,0,6408,0,0,2,0,1.3343,0,0.406619789,1,0,0,Ugdh,UDP-glucose dehydrogenase
Z00052575-1,Snx7,20.72,0.212,1.629,0,4.127,0.00243,0.00023,-27350,0,0,1,2,2.0296,0,0.622910247,0.7007,0,0,Snx7,sorting nexin 7
Z00054627-1,Zfand2a,112.6,0.212,1.629,0,14.35,0,0,1336,0,0,0,2,1.5641,0,0,1,0,0,Zfand2a,"zinc finger, AN1-type domain 2A"
Z00057128-1,Saps3,22.25,0.212,1.629,1,10.03,0,0,-2952,0,0,1,2,2.5759,0,0,0.3955,0,0,Saps3,"SAPS domain family, member 3"
Z00057518-1,Stch,62.4,0.212,1.629,0,17.01,0,0,16390,0,0,0,4,1.521,0,0.211457,1,0,0,Stch,"stress 70 protein chaperone, microsome-associated, human homolog"
Z00001832-1,Thnsl2,26.79,0.211,1.625,1,6.018,0,0,-364,1,0,2,1,2.2903,0,0,0.4282,0,0,Thnsl2,threonine synthase-like 2 (bacterial)
Z00012208-1,Tinagl,92.67,0.211,1.625,0,10.721,0,0,-7894,0,0,2,0,1.3049,0,1.251083748,1,0,0,Tinagl,tubulointerstitial nephritis antigen-like
Z00015144-1,Gpr177,91.8,0.211,1.625,0,19.735,0,0,1672,0,0,1,2,2.7376,0,0.580001176,0.5258,0,0,Gpr177,G protein-coupled receptor 177
Z00019241-1,Pom121,99.68,0.211,1.625,0,3.439,0.00059,0.00182,-4663,0,0,1,2,2.4529,0,0,0.5528,0,0,Pom121,nuclear pore membrane protein 121
Z00021463-1,Dennd2a,114.32,0.211,1.625,0,9.566,0,0,43471,0,0,10,8,3.6424,0,0,0.2828,0,0,Dennd2a,DENN/MADD domain containing 2A
Z00021896-1,Tnnt3,13.72,0.211,1.625,1,5.796,0,0,5677,0,0,0,2,1.3396,0,0.33942887,1,0,0,Tnnt3,"troponin T3, skeletal, fast"
Z00023235-1,Cxcl14,23.48,0.211,1.625,1,8.432,0,0,-23323,0,0,2,0,1.162,0,0,1,0,0,Cxcl14,chemokine (C-X-C motif) ligand 14
Z00025123-1,Mrps34,88.54,0.211,1.625,0,13.42,0,0,-448,1,0,3,2,2.9003,0,0,0.5258,0,0,Mrps34,mitochondrial ribosomal protein S34
Z00031146-1,Dkk2,51.12,0.211,1.625,1,10.467,0,0,42655,0,0,2,0,1.0892,0,0,1,0,0,Dkk2,dickkopf homolog 2 (Xenopus laevis)
Z00034067-1,Gramd3,99.8,0.211,1.625,0,7.899,0,0,-2730,0,0,1,8,3.4926,0,0,0.497,0,0,Gramd3,GRAM domain containing 3
Z00052723-1,Letmd1,19.69,0.211,1.625,0,8.095,0,0,5184,0,0,2,7,3.4536,0,0.199686396,0.2172,0,0,Letmd1,LETM1 domain containing 1
Z00057559-1,Rrad,67.1,0.211,1.625,0,9.901,0,0,4769,0,1,3,0,1.589,0,0,1,0,0,Rrad,Ras-related associated with diabetes
Z00060368-1,Map1lc3b,41.59,0.211,1.625,1,13.453,0,0,-485,1,0,4,0,1.4653,0,0,1,0,0,Map1lc3b,microtubule-associated protein 1 light chain 3 beta
Z00010918-1,Ltv1,104.17,0.21,1.621,0,7.806,0,0,24839,0,0,2,0,1.1542,0,0,1,0,0,Ltv1,LTV1 homolog (S. cerevisiae)
Z00011547-1,Klhl13,107.17,0.21,1.621,0,5.015,0,0.00001,-22756,0,1,2,4,2.633,0.177,0.211467642,0.526,0,0,Klhl13,kelch-like 13 (Drosophila)
Z00012693-1,Isgf3g,101.46,0.21,1.621,0,11.373,0,0,5228,0,0,0,2,1.3515,0,0,1,0,1,Isgf3g,interferon dependent positive acting transcription factor 3 gamma
Z00020275-1,4632417D23Rik,41,0.21,1.621,0,9.996,0,0,3073,0,0,2,0,1.4436,0,0,1,0,0,4632417D23Rik,RIKEN cDNA 4632417D23 gene
Z00031117-1,Lat,61.43,0.21,1.621,0,11.927,0,0,67418,0,1,0,3,1.1831,0,0,1,0,0,Lat,linker for activation of T cells
Z00036540-1,5033428A16Rik,60.25,0.21,1.621,1,9.667,0,0,-98951,1,0,2,0,0.39,0,0,1,0,0,5033428A16Rik,RIKEN cDNA 5033428A16 gene
Z00056929-1,Dbx2,2.5,0.21,1.621,1,2.832,0.0232,0.01033,-2344,0,0,2,0,1.4861,0,0,1,0,0,Dbx2,developing brain homeobox 2
Z00059712-1,Hrc,84.05,0.21,1.621,1,6.195,0,0,0,0,0,0,0,0,0,0,1,0,0,Hrc,histidine rich calcium binding protein
Z00060330-1,Cnksr1,107.96,0.21,1.621,0,2.363,0.01548,0.03582,0,0,0,0,0,0,0,0.272049672,1,0,0,Cnksr1,connector enhancer of kinase suppressor of Ras 1
Z00066235-1,LOC433045,21.56,0.21,1.621,0,11.368,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC433045,"Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230074D02 product:weakly similar to SUPER CYSTEINE RICH PROTEIN (FRAGMENT) [Homo sapiens], full insert sequence"
Z00066445-1,LOC436334,10.09,0.21,1.621,1,2.29,0.0574,0.04326,0,0,0,0,0,0,0,0,1,0,0,LOC436334,"CJ238681 RIKEN full-length enriched mouse cDNA library, C57BL/6J whole body 17.5 days embryo Mus musculus cDNA clone L930181H04 3', mRNA sequence"
Z00070508-1,Trpm7,97.67,0.21,1.621,0,12.571,0,0,-230,1,0,2,1,2.2903,0,0,0.5881,0,0,Trpm7,"transient receptor potential cation channel, subfamily M, member 7"
Z00000793-1,Nostrin,11.29,0.209,1.618,1,8.998,0,0,-87743,0,0,5,2,2.3844,0,0,0.4775,0,0,Nostrin,nitric oxide synthase trafficker
Z00003742-1,Sept7,87.15,0.209,1.618,0,4.137,0.00006,0.00022,-18985,0,0,1,2,2.1105,-0.44,0,0.5957,0,0,Sept7,septin 7
Z00005359-1,Bmp7,19.43,0.209,1.618,1,7.326,0,0,130618,0,0,3,2,2.0693,0,0,0.7746,0,0,Bmp7,bone morphogenetic protein 7
Z00022102-1,Ppargc1a,104.92,0.209,1.618,0,3.671,0.00028,0.00091,-59314,0,0,0,3,1.1994,0,0,1,0,1,Ppargc1a,"Mus musculus peroxisome proliferative activated receptor, gamma, coactivator 1 alpha (Ppargc1a), mRNA"
Z00024410-1,Tnni2,55.86,0.209,1.618,1,2.857,0.00359,0.00963,0,0,0,0,0,0,0,0,1,0,0,Tnni2,"troponin I, skeletal, fast 2"
Z00035546-1,Tmem5,89.61,0.209,1.618,0,13.306,0,0,-475,0,0,0,2,1.6133,0,0.182394932,1,0,0,Tmem5,transmembrane protein 5
Z00035705-1,Fdx1,110.47,0.209,1.618,0,7.721,0,0,-25574,0,0,2,0,1.1506,0,0,1,0,0,Fdx1,ferredoxin 1
Z00052573-1,Gchfr,21.87,0.209,1.618,0,11.967,0,0,0,0,0,0,0,0,0.397,0.23176337,1,0,0,Gchfr,GTP cyclohydrolase I feedback regulator
Z00017404-1,Tmem16f,95.03,0.208,1.614,0,14.04,0,0,37964,0,0,2,3,2.3605,0,0.279886793,0.5464,0,0,Tmem16f,transmembrane protein 16F
Z00020408-1,Hrasls3,114.08,0.208,1.614,0,8.036,0,0,26449,0,0,0,6,1.6633,0,-0.236213617,1,0,0,Hrasls3,HRAS like suppressor 3
Z00022761-1,Cd52,21.82,0.208,1.614,1,9.963,0,0,0,0,0,0,0,0,0,0,1,0,0,Cd52,CD52 antigen
Z00030507-1,Hist1h3f,35.21,0.208,1.614,1,3.482,0.00051,0.00161,0,0,0,0,0,0,0,0,1,0,0,Hist1h3f,"histone cluster 1, H3f"
Z00034678-1,Prmt8,11.04,0.208,1.614,1,8.746,0,0,-70926,0,0,2,1,1.8347,0,0,0.9174,0,0,Prmt8,protein arginine N-methyltransferase 8
Z00036048-1,Usp24,95.34,0.208,1.614,0,6.403,0,0,-25429,0,0,2,0,1.1513,0,0.35520215,1,0,0,Usp24,ubiquitin specific peptidase 24
Z00036514-1,Hdh,88.69,0.208,1.614,0,9.54,0,0,17273,0,1,2,1,2.1343,0,0,0.5957,0,0,Hdh,Huntington disease gene homolog
Z00041517-1,2310061J03Rik,5.52,0.208,1.614,1,3.228,0.01178,0.00338,2731,0,0,0,2,1.4488,0,0,1,0,0,2310061J03Rik,RIKEN cDNA 2310061J03 gene
Z00059129-1,Atp1b1,109.55,0.208,1.614,0,17.302,0,0,-13418,0,0,2,3,2.6385,-0.262,0,0.5235,0,0,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide"
Z00073338-1,C81282,22.36,0.208,1.614,0,6.871,0.00002,0,0,0,0,0,0,0,0,0,1,0,0,C81282,Intronic in U012687
Z00011383-1,Arpc3,72.25,0.207,1.61,0,21.351,0,0,12172,1,0,1,2,1.6081,0,0,1,0,0,Arpc3,"actin related protein 2/3 complex, subunit 3"
Z00012225-1,Josd1,109.55,0.207,1.61,0,5.001,0,0.00001,-114,1,0,4,0,1.4653,0,0,1,0,0,Josd1,Josephin domain containing 1
Z00023441-1,Cnp1,5.13,0.207,1.61,1,8.2,0,0,-15479,0,0,1,17,3.4824,0,-0.225898011,0.2353,0,0,Cnp1,cyclic nucleotide phosphodiesterase 1
Z00023775-1,Ctsr,116.32,0.207,1.61,0,7.897,0,0,-22778,0,1,1,5,2.5019,0,0,0.5238,0,0,Ctsr,cathepsin R
Z00030443-1,Fchsd1,112.16,0.207,1.61,0,3.28,0.00097,0.0029,4394,0,0,0,2,1.3769,0,0,1,0,0,Fchsd1,FCH and double SH3 domains 1
Z00034492-1,Tmem30a,22,0.207,1.61,1,12.34,0,0,-340,1,0,2,0,1.0226,0,0,1,0,0,Tmem30a,transmembrane protein 30A
Z00035527-1,Cpne1,93.19,0.207,1.61,0,5.325,0,0,13598,0,0,3,0,1.4171,0,0,1,0,0,Cpne1,copine I
Z00047989-1,2810046M22Rik,10.56,0.207,1.61,1,21.377,0,0,-3643,0,0,0,3,1.617,0,0,1,0,0,2810046M22Rik,RIKEN cDNA 2810046M22 gene
Z00052675-1,Zscan22,5.42,0.207,1.61,1,2.565,0.03637,0.02117,0,0,0,0,0,0,0,0,1,0,0,Zscan22,zinc finger and SCAN domain containing 22
Z00011121-1,Zfp598,111.5,0.206,1.606,0,6.495,0,0,7201,0,0,2,0,1.3178,0,0,1,0,0,Zfp598,zinc finger protein 598
Z00017804-1,Mea1,61.24,0.206,1.606,1,11.357,0,0,0,0,0,0,0,0,0,0.17800742,1,0,0,Mea1,male enhanced antigen 1
Z00021595-1,Gpr107,112.24,0.206,1.606,0,7.441,0,0,0,0,0,0,0,0,0,0,1,0,0,Gpr107,G protein-coupled receptor 107
Z00031674-1,A930004J17Rik,43.89,0.206,1.606,0,5.974,0,0,-7477,0,0,3,0,1.5108,0,0,1,0,0,A930004J17Rik,RIKEN cDNA A930004J17 gene
